prompt_id,category,technique,downstream_model,optimizer_model,live,orig_tokens,opt_tokens,tokens_saved,token_reduction_pct,optimizer_overhead_tokens,energy_wh_before,energy_wh_after,energy_wh_optimizer,energy_saved_wh,energy_reduction_pct,cost_usd_before,cost_usd_after,cost_saved_usd,gco2e_saved,quality_score
translate,short,agentic,gpt-3.5-turbo,gpt-4o-mini,False,21,14,7,33.333,225,0.08542972699696663,0.08526457701381868,0.004369396697000336,0.00016514998314795526,0.193,0.0006855,0.000682,3.500000000000031e-06,6.605999325918349e-05,0.979
regex_help,short,baseline,gpt-4o,gpt-4o-mini,False,21,21,0,0.0,0,0.17085945399393326,0.17085945399393326,0.0,0.0,0.0,0.0045525,0.0045525,0.0,0.0,1.0
regex_help,short,rule_based,gpt-4o,gpt-4o-mini,False,21,16,5,23.81,0,0.17085945399393326,0.17062352544657905,0.0,0.00023592854735421387,0.138,0.0045525,0.00454,1.2500000000000358e-05,9.437141894168277e-05,0.99
regex_help,short,llm_rewrite,gpt-4o,gpt-4o-mini,False,21,10,11,52.381,79,0.17085945399393326,0.17034041118975396,0.00140613414223121,0.0005190428041793038,0.304,0.0045525,0.004525,2.7499999999999747e-05,0.00020761712167172153,0.947
regex_help,short,agentic,gpt-4o,gpt-4o-mini,False,21,10,11,52.381,217,0.17085945399393326,0.17034041118975396,0.004029659588810246,0.0005190428041793038,0.304,0.0045525,0.004525,2.7499999999999747e-05,0.00020761712167172153,0.947
regex_help,short,baseline,gpt-4o-mini,gpt-4o-mini,False,21,21,0,0.0,0,0.03417189079878665,0.03417189079878665,0.0,0.0,0.0,0.00027315,0.00027315,0.0,0.0,1.0
regex_help,short,rule_based,gpt-4o-mini,gpt-4o-mini,False,21,16,5,23.81,0,0.03417189079878665,0.03412470508931581,0.0,4.7185709470841386e-05,0.138,0.00027315,0.00027239999999999995,7.500000000000453e-07,1.8874283788335167e-05,0.99
regex_help,short,llm_rewrite,gpt-4o-mini,gpt-4o-mini,False,21,10,11,52.381,79,0.03417189079878665,0.03406808223795079,0.00140613414223121,0.00010380856083586076,0.304,0.00027315,0.0002715,1.650000000000013e-06,4.152342433434361e-05,0.947
regex_help,short,agentic,gpt-4o-mini,gpt-4o-mini,False,21,10,11,52.381,217,0.03417189079878665,0.03406808223795079,0.004029659588810246,0.00010380856083586076,0.304,0.00027315,0.0002715,1.650000000000013e-06,4.152342433434361e-05,0.947
regex_help,short,baseline,gpt-4.1-mini,gpt-4o-mini,False,21,21,0,0.0,0,0.042714863498483316,0.042714863498483316,0.0,0.0,0.0,0.0007283999999999999,0.0007283999999999999,0.0,0.0,1.0
regex_help,short,rule_based,gpt-4.1-mini,gpt-4o-mini,False,21,16,5,23.81,0,0.042714863498483316,0.04265588136164476,0.0,5.898213683855347e-05,0.138,0.0007283999999999999,0.0007264,1.99999999999994e-06,2.3592854735420693e-05,0.99
